seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_412	301	No terminal repeats	NA	2	11	0.9656	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_41963	300	No terminal repeats	NA	1	4	0.9656	NA	0	1.7183	Unclassified
k127_22607	300	No terminal repeats	NA	1	11	0.9656	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43986	412	No terminal repeats	NA	1	11	0.9655	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_36480	301	No terminal repeats	NA	1	15	0.9655	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_20668	301	No terminal repeats	NA	1	11	0.9655	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_22490	283	No terminal repeats	NA	1	11	0.9654	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43773	317	No terminal repeats	NA	1	11	0.9654	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9702	301	No terminal repeats	NA	1	11	0.9654	NA	0	1.7183	Unclassified
k127_24671	475	No terminal repeats	NA	1	11	0.9654	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_25303	301	No terminal repeats	NA	1	11	0.9653	NA	0	1.7183	Unclassified
k127_42452	236	No terminal repeats	NA	1	11	0.9653	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_13940	467	No terminal repeats	NA	1	11	0.9653	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_17350	576	No terminal repeats	NA	1	11	0.9653	NA	0	1.7183	Unclassified
k127_32061	292	No terminal repeats	NA	1	11	0.9652	NA	0	1.7183	Unclassified
k127_9054	1352	No terminal repeats	NA	4	11	0.9652	NA	0	2.6579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35107	300	No terminal repeats	NA	1	11	0.9652	NA	0	1.5178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_29846	300	No terminal repeats	NA	1	11	0.9652	NA	0	1.4712	Unclassified
k127_15928	300	No terminal repeats	NA	1	11	0.9652	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2776	280	No terminal repeats	NA	1	11	0.9652	NA	0	1.5081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12263	304	No terminal repeats	NA	1	11	0.9651	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_32299	301	No terminal repeats	NA	1	11	0.9651	NA	0	1.5755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_13858	535	No terminal repeats	NA	1	11	0.9651	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_36097	301	No terminal repeats	NA	1	15	0.9651	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8873	301	No terminal repeats	NA	1	11	0.9651	NA	0	1.5906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_5392	1008	No terminal repeats	NA	1	11	0.9651	NA	1	1.5164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_20922	301	No terminal repeats	NA	1	11	0.9651	NA	0	1.7183	Unclassified
k127_21565	301	No terminal repeats	NA	1	11	0.9651	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6549	301	No terminal repeats	NA	1	11	0.9651	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_38631	290	No terminal repeats	NA	1	11	0.9651	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_37329	300	No terminal repeats	NA	1	11	0.9651	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_30980	301	No terminal repeats	NA	1	11	0.9651	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_14274	278	No terminal repeats	NA	1	11	0.9650	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_24648	301	No terminal repeats	NA	1	11	0.9650	NA	0	1.7183	Unclassified
k127_14241	300	No terminal repeats	NA	1	11	0.9650	NA	1	1.5240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1766	493	No terminal repeats	NA	1	11	0.9650	NA	0	1.7183	Unclassified
k127_6248	285	No terminal repeats	NA	1	11	0.9649	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_19125	300	No terminal repeats	NA	1	11	0.9649	NA	0	1.4970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1010	301	No terminal repeats	NA	1	11	0.9649	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_14397	352	No terminal repeats	NA	1	11	0.9649	NA	1	1.5216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_41783	301	No terminal repeats	NA	1	11	0.9649	NA	1	1.7183	Unclassified
k127_41165	513	No terminal repeats	NA	1	11	0.9648	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12562	301	No terminal repeats	NA	1	11	0.9648	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_26088	545	No terminal repeats	NA	1	11	0.9648	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8848	297	No terminal repeats	NA	1	11	0.9648	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35309	415	No terminal repeats	NA	1	11	0.9648	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_26961	397	No terminal repeats	NA	1	11	0.9648	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_27712	427	No terminal repeats	NA	1	11	0.9648	NA	1	1.4684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_42204	523	No terminal repeats	NA	1	11	0.9647	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35019	358	No terminal repeats	NA	2	11	0.9647	NA	0	3.1932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_18631	329	No terminal repeats	NA	1	11	0.9647	NA	0	1.7183	Unclassified
k127_28917	299	No terminal repeats	NA	1	11	0.9647	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_1870	298	No terminal repeats	NA	1	11	0.9646	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10724	293	No terminal repeats	NA	1	11	0.9646	NA	0	1.7183	Unclassified
k127_351	300	No terminal repeats	NA	1	11	0.9646	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_26901	301	No terminal repeats	NA	1	11	0.9645	NA	1	1.5240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_23377	300	No terminal repeats	NA	1	11	0.9645	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_31343	339	No terminal repeats	NA	1	11	0.9645	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7227	278	No terminal repeats	NA	1	11	0.9645	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7650	300	No terminal repeats	NA	1	11	0.9644	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_39286	300	No terminal repeats	NA	1	11	0.9644	NA	0	1.4718	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6240	300	No terminal repeats	NA	1	11	0.9644	NA	0	1.7183	Unclassified
k127_21539	301	No terminal repeats	NA	1	11	0.9644	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12158	420	No terminal repeats	NA	1	11	0.9643	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_44254	298	No terminal repeats	NA	1	11	0.9643	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9876	300	No terminal repeats	NA	1	11	0.9643	NA	0	1.4648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40045	356	No terminal repeats	NA	1	11	0.9643	NA	0	1.7183	Unclassified
k127_21902	301	No terminal repeats	NA	1	11	0.9643	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8653	429	No terminal repeats	NA	1	11	0.9643	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_29104	301	No terminal repeats	NA	1	11	0.9643	NA	0	1.7183	Unclassified
k127_21964	301	No terminal repeats	NA	1	11	0.9642	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_21122	300	No terminal repeats	NA	1	11	0.9642	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12337	462	No terminal repeats	NA	1	11	0.9642	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_21106	300	No terminal repeats	NA	1	11	0.9642	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_33550	289	No terminal repeats	NA	1	11	0.9642	NA	0	1.4648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2892	421	No terminal repeats	NA	1	11	0.9642	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2082	301	No terminal repeats	NA	1	11	0.9641	NA	1	1.4450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12123	296	No terminal repeats	NA	1	11	0.9641	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_24846	292	No terminal repeats	NA	1	11	0.9641	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_30658	678	No terminal repeats	NA	2	11	0.9640	NA	1	3.1434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_23448	301	No terminal repeats	NA	1	11	0.9640	NA	0	1.7183	Unclassified
k127_15923	301	No terminal repeats	NA	1	11	0.9639	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_39584	301	No terminal repeats	NA	1	11	0.9639	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_33246	301	No terminal repeats	NA	1	11	0.9639	NA	0	1.7183	Unclassified
k127_12846	299	No terminal repeats	NA	1	11	0.9639	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35284	301	No terminal repeats	NA	1	11	0.9638	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_19548	300	No terminal repeats	NA	1	11	0.9638	NA	1	1.7183	Unclassified
k127_43358	271	No terminal repeats	NA	1	15	0.9638	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35644	300	No terminal repeats	NA	1	11	0.9637	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_41359	300	No terminal repeats	NA	1	11	0.9637	NA	0	1.7183	Unclassified
k127_16386	383	No terminal repeats	NA	2	11	0.9637	NA	0	1.7183	Unclassified
k127_13209	373	No terminal repeats	NA	1	11	0.9637	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_26007	289	No terminal repeats	NA	1	11	0.9637	NA	0	1.7183	Unclassified
k127_25904	357	No terminal repeats	NA	1	11	0.9636	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10754	551	No terminal repeats	NA	1	11	0.9636	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_27634	306	No terminal repeats	NA	1	11	0.9636	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_19394	300	No terminal repeats	NA	2	11	0.9636	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_21669	459	No terminal repeats	NA	1	11	0.9636	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_26935	301	No terminal repeats	NA	1	11	0.9636	NA	1	1.5091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_37284	294	No terminal repeats	NA	1	11	0.9636	NA	1	1.7183	Unclassified
k127_40430	301	No terminal repeats	NA	1	11	0.9636	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_41809	511	No terminal repeats	NA	1	11	0.9635	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_24021	654	No terminal repeats	NA	2	11	0.9635	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_27017	300	No terminal repeats	NA	1	11	0.9635	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_23777	301	No terminal repeats	NA	1	11	0.9635	NA	0	1.5824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10637	301	No terminal repeats	NA	1	11	0.9635	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7871	299	No terminal repeats	NA	1	11	0.9635	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_14659	488	No terminal repeats	NA	2	11	0.9634	NA	0	3.1823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_36552	301	No terminal repeats	NA	1	11	0.9634	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_11196	504	No terminal repeats	NA	1	11	0.9634	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_38334	292	No terminal repeats	NA	1	11	0.9634	NA	0	1.5397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_36606	299	No terminal repeats	NA	1	11	0.9634	NA	0	1.4666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_27959	468	No terminal repeats	NA	1	11	0.9634	NA	1	1.4652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_20506	301	No terminal repeats	NA	1	11	0.9633	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43423	591	No terminal repeats	NA	1	11	0.9633	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35861	301	No terminal repeats	NA	1	11	0.9633	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_24440	289	No terminal repeats	NA	1	11	0.9633	NA	0	1.7183	Unclassified
k127_23885	300	No terminal repeats	NA	1	11	0.9633	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35103	301	No terminal repeats	NA	1	11	0.9633	NA	1	1.4736	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_31746	554	No terminal repeats	NA	2	11	0.9633	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_42121	301	No terminal repeats	NA	1	11	0.9633	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35100	356	No terminal repeats	NA	1	11	0.9632	NA	0	1.6219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_42589	483	No terminal repeats	NA	1	11	0.9632	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_34483	301	No terminal repeats	NA	1	11	0.9632	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_27216	300	No terminal repeats	NA	1	11	0.9632	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_9622	313	No terminal repeats	NA	1	11	0.9631	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_29155	255	No terminal repeats	NA	1	11	0.9631	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_11950	480	No terminal repeats	NA	2	11	0.9631	NA	0	2.8590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_25418	300	No terminal repeats	NA	1	11	0.9631	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35814	301	No terminal repeats	NA	1	11	0.9631	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_37364	301	No terminal repeats	NA	1	11	0.9631	NA	1	1.7183	Unclassified
k127_6041	301	No terminal repeats	NA	1	11	0.9631	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_33400	301	No terminal repeats	NA	1	11	0.9631	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_13939	489	No terminal repeats	NA	1	11	0.9630	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_28022	300	No terminal repeats	NA	1	11	0.9629	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12154	300	No terminal repeats	NA	1	11	0.9629	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43282	547	No terminal repeats	NA	1	11	0.9629	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_19919	433	No terminal repeats	NA	1	11	0.9629	NA	0	1.4708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43737	287	No terminal repeats	NA	1	11	0.9629	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3756	300	No terminal repeats	NA	1	11	0.9628	NA	0	1.5397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40670	292	No terminal repeats	NA	1	11	0.9628	NA	1	1.7183	Unclassified
k127_16316	300	No terminal repeats	NA	1	11	0.9628	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12422	300	No terminal repeats	NA	1	11	0.9628	NA	0	1.4608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_30626	301	No terminal repeats	NA	1	11	0.9628	NA	0	1.7183	Unclassified
k127_17953	301	No terminal repeats	NA	1	11	0.9628	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_34858	301	No terminal repeats	NA	1	11	0.9628	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_18710	301	No terminal repeats	NA	1	11	0.9627	NA	1	1.7183	Unclassified
k127_39172	300	No terminal repeats	NA	1	11	0.9626	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43799	301	No terminal repeats	NA	1	11	0.9626	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
k127_43981	249	No terminal repeats	NA	1	11	0.9626	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_23770	494	No terminal repeats	NA	1	11	0.9626	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_11789	301	No terminal repeats	NA	1	11	0.9626	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_8546	301	No terminal repeats	NA	1	11	0.9626	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43411	286	No terminal repeats	NA	1	11	0.9626	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_43213	301	No terminal repeats	NA	1	11	0.9625	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_24614	300	No terminal repeats	NA	1	11	0.9625	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2936	301	No terminal repeats	NA	1	11	0.9625	NA	0	1.4563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40230	397	No terminal repeats	NA	1	11	0.9624	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_32151	297	No terminal repeats	NA	1	11	0.9624	NA	0	1.7183	Unclassified
k127_29023	297	No terminal repeats	NA	1	11	0.9624	NA	0	1.7183	Unclassified
k127_3047	301	No terminal repeats	NA	1	11	0.9624	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6194	301	No terminal repeats	NA	1	11	0.9623	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_25178	300	No terminal repeats	NA	1	11	0.9623	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_12031	275	No terminal repeats	NA	1	11	0.9623	NA	0	1.7183	Unclassified
k127_24782	300	No terminal repeats	NA	1	11	0.9623	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_11344	320	No terminal repeats	NA	1	11	0.9623	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_42713	249	No terminal repeats	NA	1	11	0.9622	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_13044	285	No terminal repeats	NA	1	11	0.9622	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_7471	301	No terminal repeats	NA	1	11	0.9622	NA	0	1.7183	Unclassified
k127_23572	259	No terminal repeats	NA	1	11	0.9622	NA	1	1.7183	Unclassified
k127_375	289	No terminal repeats	NA	1	11	0.9622	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2480	301	No terminal repeats	NA	1	11	0.9622	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_34622	285	No terminal repeats	NA	1	11	0.9622	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35645	409	No terminal repeats	NA	1	11	0.9621	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_17245	693	No terminal repeats	NA	1	11	0.9621	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3923	301	No terminal repeats	NA	1	11	0.9621	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_39434	301	No terminal repeats	NA	1	11	0.9621	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_36591	301	No terminal repeats	NA	1	11	0.9621	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_2503	512	No terminal repeats	NA	1	11	0.9621	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_25315	300	No terminal repeats	NA	1	11	0.9621	NA	0	1.4640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_38246	300	No terminal repeats	NA	1	11	0.9621	NA	0	1.7183	Unclassified
k127_11352	294	No terminal repeats	NA	1	11	0.9620	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_18574	456	No terminal repeats	NA	1	11	0.9620	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_22339	301	No terminal repeats	NA	1	11	0.9620	NA	0	1.7183	Unclassified
k127_1525	299	No terminal repeats	NA	1	11	0.9620	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_32106	300	No terminal repeats	NA	1	11	0.9620	NA	0	1.7183	Unclassified
k127_4672	503	No terminal repeats	NA	1	11	0.9619	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_33673	290	No terminal repeats	NA	1	11	0.9619	NA	0	1.4640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4827	301	No terminal repeats	NA	1	11	0.9619	NA	0	1.7183	Unclassified
k127_35511	301	No terminal repeats	NA	1	11	0.9619	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40913	258	No terminal repeats	NA	1	11	0.9619	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
